Entity,Year,CO2 intensity- (kgCO2/2011-$ PPP)- World Bank
Nigeria,1995,0.111995379
Nigeria,1996,0.124846543
Nigeria,1997,0.125309263
Nigeria,1998,0.121962878
Nigeria,1999,0.135317984
Nigeria,2000,0.227190156
Nigeria,2001,0.229051138
Nigeria,2002,0.25982349
Nigeria,2003,0.223486265
Nigeria,2004,0.174124505
Nigeria,2005,0.181594886
Nigeria,2006,0.158522234
Nigeria,2007,0.142634056
Nigeria,2008,0.135761196
Nigeria,2009,0.101323851
Nigeria,2010,0.112667647
Nigeria,2011,0.11217796
Nigeria,2012,0.111540088
Nigeria,2013,0.101597249
Niger,1990,0.102351393
Niger,1991,0.098353159
Niger,1992,0.102004712
Niger,1993,0.11212871
Niger,1994,0.106799026
Niger,1995,0.109019801
Niger,1996,0.117340381
Niger,1997,0.115123895
Niger,1998,0.109722997
Niger,1999,0.109927826
Niger,2000,0.081480346
Niger,2001,0.07167129
Niger,2002,0.074249244
Niger,2003,0.076418875
Niger,2004,0.0818746
Niger,2005,0.06881998
Niger,2006,0.063045786
Niger,2007,0.06370972
Niger,2008,0.065218384
Niger,2009,0.078467147
Niger,2010,0.08776632
Niger,2011,0.097042606
Niger,2012,0.122032859
Niger,2013,0.121847003
Pakistan,1990,0.208435661
Pakistan,1991,0.197460106
Pakistan,1992,0.195548288
Pakistan,1993,0.205946664
Pakistan,1994,0.21591304
Pakistan,1995,0.204842281
Pakistan,1996,0.218413823
Pakistan,1997,0.216824928
Pakistan,1998,0.218022776
Pakistan,1999,0.216184296
Pakistan,2000,0.219879127
Pakistan,2001,0.219318407
Pakistan,2002,0.223850372
Pakistan,2003,0.222507088
Pakistan,2004,0.229383796
Pakistan,2005,0.221199503
Pakistan,2006,0.222721321
Pakistan,2007,0.231099192
Pakistan,2008,0.227484755
Pakistan,2009,0.220894162
Pakistan,2010,0.220904509
Pakistan,2011,0.21581133
Pakistan,2012,0.209853636
Pakistan,2013,0.189068194
Oman,1990,0.179302123
Oman,1991,0.174750969
Oman,1992,0.165406759
Oman,1993,0.173785637
Oman,1994,0.190276864
Oman,1995,0.188211648
Oman,1996,0.173547477
Oman,1997,0.167804825
Oman,1998,0.174827908
Oman,1999,0.218885495
Oman,2000,0.21958365
Oman,2001,0.19471156
Oman,2002,0.247201177
Oman,2003,0.322977794
Oman,2004,0.275503529
Oman,2005,0.287124029
Oman,2006,0.360997022
Oman,2007,0.38132099
Oman,2008,0.344437924
Oman,2009,0.335132686
Oman,2010,0.365331077
Oman,2011,0.412260081
Oman,2012,0.397115832
Oman,2013,0.393204787
Palau,1991,0.943469371
Palau,1992,0.456740984
Palau,1993,0.50284096
Palau,1994,0.468630926
Palau,1995,0.437662357
Palau,1996,0.410103365
Palau,1997,0.400883049
Palau,1998,0.393022789
Palau,1999,0.429305849
Palau,2000,0.43501732
Palau,2001,0.659149972
Palau,2002,0.618342156
Palau,2003,0.687207085
Palau,2004,0.642569223
Palau,2005,0.647034089
Palau,2006,0.70365619
Palau,2007,0.72963179
Palau,2008,0.772817437
Palau,2009,0.849955446
Palau,2010,0.851790294
Palau,2011,0.838392643
Palau,2012,0.812395972
Palau,2013,0.832682818
Papua New Guinea,1990,0.320559973
Papua New Guinea,1991,0.282101085
Papua New Guinea,1992,0.246464767
Papua New Guinea,1993,0.202553542
Papua New Guinea,1994,0.209116977
Papua New Guinea,1995,0.204285754
Papua New Guinea,1996,0.201430179
Papua New Guinea,1997,0.246832296
Papua New Guinea,1998,0.284959542
Papua New Guinea,1999,0.238931434
Papua New Guinea,2000,0.267087938
Papua New Guinea,2001,0.321851092
Papua New Guinea,2002,0.350362886
Papua New Guinea,2003,0.38801769
Papua New Guinea,2004,0.429695387
Papua New Guinea,2005,0.394815515
Papua New Guinea,2006,0.379182912
Papua New Guinea,2007,0.502652572
Papua New Guinea,2008,0.369502575
Papua New Guinea,2009,0.369680738
Papua New Guinea,2010,0.314412282
Papua New Guinea,2011,0.318496483
Papua New Guinea,2012,0.280613939
Papua New Guinea,2013,0.32423759
Panama,1990,0.143356251
Panama,1991,0.15357488
Panama,1992,0.185716919
Panama,1993,0.163486215
Panama,1994,0.174925248
Panama,1995,0.118290693
Panama,1996,0.176065885
Panama,1997,0.201971619
Panama,1998,0.198176799
Panama,1999,0.181770744
Panama,2000,0.180742871
Panama,2001,0.21749678
Panama,2002,0.178241459
Panama,2003,0.179274586
Panama,2004,0.157293229
Panama,2005,0.17288149
Panama,2006,0.171484998
Panama,2007,0.149552768
Panama,2008,0.141061933
Panama,2009,0.161902634
Panama,2010,0.163126944
Panama,2011,0.160786745
Panama,2012,0.146986435
Panama,2013,0.141664523
Palestine,1997,0.043147153
Palestine,1998,0.05202144
Palestine,1999,0.04759792
Palestine,2000,0.064492664
Palestine,2001,0.117457952
Palestine,2002,0.10198705
Palestine,2003,0.103195304
Palestine,2004,0.138467156
Palestine,2005,0.183418744
Palestine,2006,0.15882104
Palestine,2007,0.165796219
Palestine,2008,0.160206642
Palestine,2009,0.134832489
Palestine,2010,0.128285638
Palestine,2011,0.131396227
Palestine,2012,0.112287529
Palestine,2013,0.130016755
Philippines,1990,0.16811538
Philippines,1991,0.177867924
Philippines,1992,0.196727666
Philippines,1993,0.195534188
Philippines,1994,0.207443507
Philippines,1995,0.219548319
Philippines,1996,0.212383958
Philippines,1997,0.231131484
Philippines,1998,0.226206654
Philippines,1999,0.219187884
Philippines,2000,0.222516508
Philippines,2001,0.209605089
Philippines,2002,0.203046024
Philippines,2003,0.193958743
Philippines,2004,0.188222893
Philippines,2005,0.181499124
Philippines,2006,0.156003391
Philippines,2007,0.155999927
Philippines,2008,0.163661267
Philippines,2009,0.15915479
Philippines,2010,0.161884892
Philippines,2011,0.157390072
Philippines,2012,0.157415771
Philippines,2013,0.158170573
Peru,1990,0.182562336
Peru,1991,0.172256701
Peru,1992,0.172943984
Peru,1993,0.189863114
Peru,1994,0.166713042
Peru,1995,0.159570894
Peru,1996,0.158348315
Peru,1997,0.167294563
Peru,1998,0.170401555
Peru,1999,0.177257172
Peru,2000,0.178125781
Peru,2001,0.158733045
Peru,2002,0.150646081
Peru,2003,0.14033105
Peru,2004,0.161653964
Peru,2005,0.177082458
Peru,2006,0.154666306
Peru,2007,0.17553811
Peru,2008,0.153593094
Peru,2009,0.191523292
Peru,2010,0.19692891
Peru,2011,0.159609155
Peru,2012,0.165186341
Peru,2013,0.163589362
Paraguay,1990,0.08505733
Paraguay,1991,0.08107165
Paraguay,1992,0.094512537
Paraguay,1993,0.1020754
Paraguay,1994,0.116007993
Paraguay,1995,0.125422014
Paraguay,1996,0.116853589
Paraguay,1997,0.125356709
Paraguay,1998,0.134469735
Paraguay,1999,0.136332129
Paraguay,2000,0.114331567
Paraguay,2001,0.119418978
Paraguay,2002,0.121851773
Paraguay,2003,0.121969395
Paraguay,2004,0.117741538
Paraguay,2005,0.108044577
Paraguay,2006,0.107232255
Paraguay,2007,0.105554146
Paraguay,2008,0.106809569
Paraguay,2009,0.112869289
Paraguay,2010,0.112601491
Paraguay,2011,0.112651221
Paraguay,2012,0.111627505
Paraguay,2013,0.093475873
Poland,1990,0.940700368
Poland,1991,0.993056873
Poland,1992,0.950218491
Poland,1993,0.912122796
Poland,1994,0.81899023
Poland,1995,0.789239436
Poland,1996,0.769117131
Poland,1997,0.709798014
Poland,1998,0.631720925
Poland,1999,0.585683019
Poland,2000,0.530990074
Poland,2001,0.527940544
Poland,2002,0.506301104
Poland,2003,0.501185586
Poland,2004,0.480116008
Poland,2005,0.461047441
Poland,2006,0.457756167
Poland,2007,0.421410923
Poland,2008,0.404972993
Poland,2009,0.372309425
Poland,2010,0.3818622
Poland,2011,0.364463961
Poland,2012,0.339422723
Poland,2013,0.337414552
Portugal,1990,0.210205487
Portugal,1991,0.209365465
Portugal,1992,0.22728998
Portugal,1993,0.225527945
Portugal,1994,0.226863777
Portugal,1995,0.236762212
Portugal,1996,0.223102639
Portugal,1997,0.224146544
Portugal,1998,0.233021169
Portugal,1999,0.249934995
Portugal,2000,0.234481645
Portugal,2001,0.230105935
Portugal,2002,0.243027574
Portugal,2003,0.224846899
Portugal,2004,0.227804579
Portugal,2005,0.23371183
Portugal,2006,0.210875501
Portugal,2007,0.206896062
Portugal,2008,0.19095073
Portugal,2009,0.191687022
Portugal,2010,0.16714427
Portugal,2011,0.168438798
Portugal,2012,0.169751697
Portugal,2013,0.172443862
Qatar,2000,0.541333505
Qatar,2001,0.621035715
Qatar,2002,0.572543129
Qatar,2003,0.560322168
Qatar,2004,0.48609943
Qatar,2005,0.536588954
Qatar,2006,0.52977571
Qatar,2007,0.447616299
Qatar,2008,0.38983402
Qatar,2009,0.371712542
Qatar,2010,0.32606328
Qatar,2011,0.318559506
Qatar,2012,0.356082911
Qatar,2013,0.308064528
Russia,1992,0.836876918
Russia,1993,0.854495303
Russia,1994,0.856305561
Russia,1995,0.858129873
Russia,1996,0.880078107
Russia,1997,0.821136885
Russia,1998,0.849759157
Russia,1999,0.81767062
Russia,2000,0.756332857
Russia,2001,0.719505274
Russia,2002,0.686734066
Russia,2003,0.659421916
Russia,2004,0.614454714
Russia,2005,0.582301878
Russia,2006,0.556462394
Russia,2007,0.51197296
Russia,2008,0.500479387
Russia,2009,0.498324281
Russia,2010,0.507440237
Russia,2011,0.513722133
Russia,2012,0.515219661
Russia,2013,0.495814686
Rwanda,1990,0.087911462
Rwanda,1991,0.081039149
Rwanda,1992,0.076543934
Rwanda,1993,0.084550946
Rwanda,1994,0.162391934
Rwanda,1995,0.117298176
Rwanda,1996,0.108166316
Rwanda,1997,0.098634208
Rwanda,1998,0.088608885
Rwanda,1999,0.086080437
Rwanda,2000,0.082328215
Rwanda,2001,0.076286681
Rwanda,2002,0.0672067
Rwanda,2003,0.064874667
Rwanda,2004,0.061515302
Rwanda,2005,0.057538257
Rwanda,2006,0.052673699
Rwanda,2007,0.051666705
Rwanda,2008,0.045255435
Rwanda,2009,0.045175838
Rwanda,2010,0.04316994
Rwanda,2011,0.044999346
Rwanda,2012,0.045934743
Rwanda,2013,0.047590393
Romania,1990,0.596440302
Romania,1991,0.592953053
Romania,1992,0.582506086
Romania,1993,0.561803875
Romania,1994,0.516884806
Romania,1995,0.531298409
Romania,1996,0.509851379
Romania,1997,0.483881038
Romania,1998,0.441451266
Romania,1999,0.38863592
Romania,2000,0.383954976
Romania,2001,0.387486255
Romania,2002,0.370694918
Romania,2003,0.365106083
Romania,2004,0.323078409
Romania,2005,0.308707838
Romania,2006,0.306112716
Romania,2007,0.281674488
Romania,2008,0.244468864
Romania,2009,0.223733061
Romania,2010,0.219780664
Romania,2011,0.23280239
Romania,2012,0.222734545
Romania,2013,0.186215035
Saint Kitts and Nevis,1990,0.21312585
Saint Kitts and Nevis,1991,0.243429214
Saint Kitts and Nevis,1992,0.233444161
Saint Kitts and Nevis,1993,0.223902241
Saint Kitts and Nevis,1994,0.234411907
Saint Kitts and Nevis,1995,0.226815078
Saint Kitts and Nevis,1996,0.219074869
Saint Kitts and Nevis,1997,0.214049933
Saint Kitts and Nevis,1998,0.229242461
Saint Kitts and Nevis,1999,0.221729168
Saint Kitts and Nevis,2000,0.211132566
Saint Kitts and Nevis,2001,0.201120475
Saint Kitts and Nevis,2002,0.21328861
Saint Kitts and Nevis,2003,0.243185701
Saint Kitts and Nevis,2004,0.240229
Saint Kitts and Nevis,2005,0.226964373
Saint Kitts and Nevis,2006,0.214349446
Saint Kitts and Nevis,2007,0.228096335
Saint Kitts and Nevis,2008,0.214594247
Saint Kitts and Nevis,2009,0.231039118
Saint Kitts and Nevis,2010,0.236354985
Saint Kitts and Nevis,2011,0.2373202
Saint Kitts and Nevis,2012,0.248565848
Saint Kitts and Nevis,2013,0.234010633
Saint Lucia,1990,0.150433208
Saint Lucia,1991,0.153021302
Saint Lucia,1992,0.170360991
Saint Lucia,1993,0.183882721
Saint Lucia,1994,0.210548942
Saint Lucia,1995,0.240652447
Saint Lucia,1996,0.241714244
Saint Lucia,1997,0.227367892
Saint Lucia,1998,0.211270636
Saint Lucia,1999,0.213773971
Saint Lucia,2000,0.211783469
Saint Lucia,2001,0.240734564
Saint Lucia,2002,0.216319719
Saint Lucia,2003,0.227320924
Saint Lucia,2004,0.207920088
Saint Lucia,2005,0.216050953
Saint Lucia,2006,0.199635636
Saint Lucia,2007,0.209985986
Saint Lucia,2008,0.207325095
Saint Lucia,2009,0.202290716
Saint Lucia,2010,0.215585598
Saint Lucia,2011,0.217028136
Saint Lucia,2012,0.220218191
Saint Lucia,2013,0.220080612
Saint Vincent and the Grenadines,1990,0.134576907
Saint Vincent and the Grenadines,1991,0.127017193
Saint Vincent and the Grenadines,1992,0.130774447
Saint Vincent and the Grenadines,1993,0.152711858
Saint Vincent and the Grenadines,1994,0.182255907
Saint Vincent and the Grenadines,1995,0.17936936
Saint Vincent and the Grenadines,1996,0.182149704
Saint Vincent and the Grenadines,1997,0.17598015
Saint Vincent and the Grenadines,1998,0.206636486
Saint Vincent and the Grenadines,1999,0.205754923
Saint Vincent and the Grenadines,2000,0.179946747
Saint Vincent and the Grenadines,2001,0.216729952
Saint Vincent and the Grenadines,2002,0.212160505
Saint Vincent and the Grenadines,2003,0.208599657
Saint Vincent and the Grenadines,2004,0.22252848
Saint Vincent and the Grenadines,2005,0.217126366
Saint Vincent and the Grenadines,2006,0.201674832
Saint Vincent and the Grenadines,2007,0.20342675
Saint Vincent and the Grenadines,2008,0.19846215
Saint Vincent and the Grenadines,2009,0.277918894
Saint Vincent and the Grenadines,2010,0.202985204
Saint Vincent and the Grenadines,2011,0.183456009
Saint Vincent and the Grenadines,2012,0.231223639
Saint Vincent and the Grenadines,2013,0.187573941
Saudi Arabia,1990,0.376905624
Saudi Arabia,1991,0.424422403
Saudi Arabia,1992,0.432561776
Saudi Arabia,1993,0.475284968
Saudi Arabia,1994,0.464921125
Saudi Arabia,1995,0.3547336
Saudi Arabia,1996,0.375796518
Saudi Arabia,1997,0.306118277
Saudi Arabia,1998,0.285898222
Saudi Arabia,1999,0.314100476
Saudi Arabia,2000,0.39274597
Saudi Arabia,2001,0.39097344
Saudi Arabia,2002,0.428828049
Saudi Arabia,2003,0.399375745
Saudi Arabia,2004,0.442127529
Saudi Arabia,2005,0.414099645
Saudi Arabia,2006,0.426845013
Saudi Arabia,2007,0.360871752
Saudi Arabia,2008,0.369213574
Saudi Arabia,2009,0.395108864
Saudi Arabia,2010,0.418813677
Saudi Arabia,2011,0.366377074
Saudi Arabia,2012,0.392973991
Saudi Arabia,2013,0.366140112
Sao Tome and Principe,2000,0.172159129
Sao Tome and Principe,2001,0.179670761
Sao Tome and Principe,2002,0.200570693
Sao Tome and Principe,2003,0.211724385
Sao Tome and Principe,2004,0.226566764
Sao Tome and Principe,2005,0.222137199
Sao Tome and Principe,2006,0.222968136
Sao Tome and Principe,2007,0.215942229
Sao Tome and Principe,2008,0.199602431
Sao Tome and Principe,2009,0.211819819
Sao Tome and Principe,2010,0.214456873
Sao Tome and Principe,2011,0.213030222
Sao Tome and Principe,2012,0.228670128
Sao Tome and Principe,2013,0.218165889
Samoa,1990,0.209782071
Samoa,1991,0.214720662
Samoa,1992,0.221478912
Samoa,1993,0.212755944
Samoa,1994,0.205830881
Samoa,1995,0.210495091
Samoa,1996,0.196395896
Samoa,1997,0.195140315
Samoa,1998,0.190949198
Samoa,1999,0.197246779
Samoa,2000,0.1844828
Samoa,2001,0.177050707
Samoa,2002,0.169679823
Samoa,2003,0.170674577
Samoa,2004,0.175066148
Samoa,2005,0.175719916
Samoa,2006,0.179819609
Samoa,2007,0.179696753
Samoa,2008,0.181389838
Samoa,2009,0.197881029
Samoa,2010,0.204231363
Samoa,2011,0.220656537
Samoa,2012,0.236942574
Samoa,2013,0.227608397
Serbia,2006,0.634719884
Serbia,2007,0.582205531
Serbia,2008,0.548805056
Serbia,2009,0.502107439
Serbia,2010,0.496415187
Serbia,2011,0.524382808
Serbia,2012,0.474514498
Serbia,2013,0.471087236
Senegal,1990,0.228703484
Senegal,1991,0.239960411
Senegal,1992,0.240821602
Senegal,1993,0.245494922
Senegal,1994,0.26658354
Senegal,1995,0.226618064
Senegal,1996,0.237766137
Senegal,1997,0.20117775
Senegal,1998,0.19957725
Senegal,1999,0.202494346
Senegal,2000,0.208882737
Senegal,2001,0.219632054
Senegal,2002,0.227256561
Senegal,2003,0.235014695
Senegal,2004,0.233433436
Senegal,2005,0.245477377
Senegal,2006,0.194989359
Senegal,2007,0.203530066
Senegal,2008,0.192967022
Senegal,2009,0.169547981
Senegal,2010,0.274976023
Senegal,2011,0.291967615
Senegal,2012,0.264437765
Senegal,2013,0.271991114
Seychelles,1990,0.152150232
Seychelles,1991,0.169730826
Seychelles,1992,0.158387927
Seychelles,1993,0.158665829
Seychelles,1994,0.175937621
Seychelles,1995,0.174176832
Seychelles,1996,0.196756262
Seychelles,1997,0.255365729
Seychelles,1998,0.298895085
Seychelles,1999,0.345618281
Seychelles,2000,0.382101827
Seychelles,2001,0.433588632
Seychelles,2002,0.364010193
Seychelles,2003,0.39467393
Seychelles,2004,0.544380377
Seychelles,2005,0.467105306
Seychelles,2006,0.454198086
Seychelles,2007,0.359915012
Seychelles,2008,0.397236453
Seychelles,2009,0.429304465
Seychelles,2010,0.377094834
Seychelles,2011,0.303047075
Seychelles,2012,0.334830325
Seychelles,2013,0.289418494
Slovakia,1992,0.715966989
Slovakia,1993,0.681907149
Slovakia,1994,0.605222171
Slovakia,1995,0.595774414
Slovakia,1996,0.54742375
Slovakia,1997,0.512810232
Slovakia,1998,0.486203906
Slovakia,1999,0.47228548
Slovakia,2000,0.426737956
Slovakia,2001,0.453009843
Slovakia,2002,0.432236668
Slovakia,2003,0.412547052
Slovakia,2004,0.384548328
Slovakia,2005,0.365888329
Slovakia,2006,0.335201878
Slovakia,2007,0.284543807
Slovakia,2008,0.276200144
Slovakia,2009,0.263582007
Slovakia,2010,0.2671783
Slovakia,2011,0.247547711
Slovakia,2012,0.231097487
Slovakia,2013,0.234048856
Singapore,1990,0.449153027
Singapore,1991,0.425341637
Singapore,1992,0.420991693
Singapore,1993,0.410183117
Singapore,1994,0.442488147
Singapore,1995,0.297955817
Singapore,1996,0.325290683
Singapore,1997,0.376069268
Singapore,1998,0.318262359
Singapore,1999,0.262154424
Singapore,2000,0.235621911
Singapore,2001,0.240486176
Singapore,2002,0.220005838
Singapore,2003,0.138860459
Singapore,2004,0.11593198
Singapore,2005,0.114993957
Singapore,2006,0.10716565
Singapore,2007,0.063544362
Singapore,2008,0.113207444
Singapore,2009,0.116680202
Singapore,2010,0.120195436
Singapore,2011,0.098703057
Singapore,2012,0.135698907
Singapore,2013,0.119978204
Sierra Leone,1990,0.090437638
Sierra Leone,1991,0.098989168
Sierra Leone,1992,0.100079572
Sierra Leone,1993,0.098722582
Sierra Leone,1994,0.115538181
Sierra Leone,1995,0.097776614
Sierra Leone,1996,0.113722783
Sierra Leone,1997,0.113330748
Sierra Leone,1998,0.103981718
Sierra Leone,1999,0.09387732
Sierra Leone,2000,0.102104928
Sierra Leone,2001,0.146924164
Sierra Leone,2002,0.124616151
Sierra Leone,2003,0.122162766
Sierra Leone,2004,0.11286095
Sierra Leone,2005,0.092102702
Sierra Leone,2006,0.117154051
Sierra Leone,2007,0.094865248
Sierra Leone,2008,0.09309115
Sierra Leone,2009,0.087480773
Sierra Leone,2010,0.09235509
Sierra Leone,2011,0.109033069
Sierra Leone,2012,0.108571222
Sierra Leone,2013,0.104022615
South Africa,1990,0.877600455
South Africa,1991,0.922182073
South Africa,1992,0.872071271
South Africa,1993,0.898613819
South Africa,1994,0.91541794
South Africa,1995,0.947826864
South Africa,1996,0.921530356
South Africa,1997,0.928713651
South Africa,1998,0.9237793
South Africa,1999,0.896181588
South Africa,2000,0.86791771
South Africa,2001,0.830319782
South Africa,2002,0.767537225
South Africa,2003,0.845520795
South Africa,2004,0.90011761
South Africa,2005,0.791810846
South Africa,2006,0.80565019
South Africa,2007,0.79802255
South Africa,2008,0.823238382
South Africa,2009,0.845624153
South Africa,2010,0.773120147
South Africa,2011,0.750018884
South Africa,2012,0.729196033
South Africa,2013,0.711333722
Slovenia,1995,0.392741943
Slovenia,1996,0.393889466
Slovenia,1997,0.397421284
Slovenia,1998,0.368587018
Slovenia,1999,0.352064133
Slovenia,2000,0.318545064
Slovenia,2001,0.325891043
Slovenia,2002,0.319163841
Slovenia,2003,0.312188705
Slovenia,2004,0.303695903
Slovenia,2005,0.294250961
Slovenia,2006,0.28525718
Slovenia,2007,0.266620597
Slovenia,2008,0.275756403
Slovenia,2009,0.26318453
Slovenia,2010,0.262525872
Slovenia,2011,0.256925215
Slovenia,2012,0.259437534
Slovenia,2013,0.253719416
Solomon Islands,1990,0.262390836
Solomon Islands,1991,0.247528767
Solomon Islands,1992,0.214162383
Solomon Islands,1993,0.205971993
Solomon Islands,1994,0.183793057
Solomon Islands,1995,0.1742963
Solomon Islands,1996,0.17154273
Solomon Islands,1997,0.17404846
Solomon Islands,1998,0.170998083
Solomon Islands,1999,0.176233151
Solomon Islands,2000,0.205561621
Solomon Islands,2001,0.234553721
Solomon Islands,2002,0.241310419
Solomon Islands,2003,0.237372195
Solomon Islands,2004,0.22628778
Solomon Islands,2005,0.214651127
Solomon Islands,2006,0.200708603
Solomon Islands,2007,0.204020534
Solomon Islands,2008,0.19844287
Solomon Islands,2009,0.216622206
Solomon Islands,2010,0.206545552
Solomon Islands,2011,0.186350376
Solomon Islands,2012,0.178052061
Solomon Islands,2013,0.172841936
Spain,1990,0.23672067
Spain,1991,0.238274592
Spain,1992,0.244752014
Spain,1993,0.231795851
Spain,1994,0.241012501
Spain,1995,0.242791781
Spain,1996,0.228338222
Spain,1997,0.237927729
Spain,1998,0.23667349
Spain,1999,0.244540931
Spain,2000,0.242192548
Spain,2001,0.235560748
Spain,2002,0.241796909
Spain,2003,0.239228841
Spain,2004,0.245123885
Spain,2005,0.246096076
Spain,2006,0.233946258
Spain,2007,0.230730326
Spain,2008,0.209743129
Spain,2009,0.190401356
Spain,2010,0.178931242
Spain,2011,0.180496577
Spain,2012,0.181979982
Spain,2013,0.165692654
South Korea,1990,0.476585381
South Korea,1991,0.459969697
South Korea,1992,0.472813949
South Korea,1993,0.503593881
South Korea,1994,0.494742831
South Korea,1995,0.494753909
South Korea,1996,0.497314376
South Korea,1997,0.5007695
South Korea,1998,0.450591874
South Korea,1999,0.445998831
South Korea,2000,0.458690302
South Korea,2001,0.441413317
South Korea,2002,0.424965037
South Korea,2003,0.413372108
South Korea,2004,0.407639366
South Korea,2005,0.376507264
South Korea,2006,0.363958326
South Korea,2007,0.363449534
South Korea,2008,0.361945216
South Korea,2009,0.360303344
South Korea,2010,0.376788284
South Korea,2011,0.377954903
South Korea,2012,0.366149369
South Korea,2013,0.360972797
South Sudan,2012,0.067854891
South Sudan,2013,0.065267184
Sudan,1990,0.115569498
Sudan,1991,0.100701636
Sudan,1992,0.08457033
Sudan,1993,0.055813466
Sudan,1994,0.075844874
Sudan,1995,0.074147633
Sudan,1996,0.072214032
Sudan,1997,0.079844543
Sudan,1998,0.066343781
Sudan,1999,0.069771396
Sudan,2000,0.071276077
Sudan,2001,0.077037697
Sudan,2002,0.092263123
Sudan,2003,0.095696281
Sudan,2004,0.116396138
Sudan,2005,0.103747925
Sudan,2006,0.10310506
Sudan,2007,0.108708165
Sudan,2008,0.106469052
Sudan,2009,0.107614012
Sudan,2010,0.106529878
Sudan,2011,0.106743294
Sudan,2012,0.09942516
Sudan,2013,0.100337523
Sri Lanka,1990,0.061799308
Sri Lanka,1991,0.063785688
Sri Lanka,1992,0.075848757
Sri Lanka,1993,0.068995981
Sri Lanka,1994,0.071609521
Sri Lanka,1995,0.072515456
Sri Lanka,1996,0.083572572
Sri Lanka,1997,0.084699397
Sri Lanka,1998,0.083118576
Sri Lanka,1999,0.08775765
Sri Lanka,2000,0.098361815
Sri Lanka,2001,0.101909607
Sri Lanka,2002,0.103771157
Sri Lanka,2003,0.098147444
Sri Lanka,2004,0.103339197
Sri Lanka,2005,0.095701943
Sri Lanka,2006,0.087970118
Sri Lanka,2007,0.084969225
Sri Lanka,2008,0.079245228
Sri Lanka,2009,0.082606257
Sri Lanka,2010,0.079455834
Sri Lanka,2011,0.081561655
Sri Lanka,2012,0.079603221
Sri Lanka,2013,0.076031977
Suriname,1990,0.419227482
Suriname,1991,0.473107561
Suriname,1992,0.476544459
Suriname,1993,0.524524753
Suriname,1994,0.509756177
Suriname,1995,0.508500495
Suriname,1996,0.507165035
Suriname,1997,0.482044214
Suriname,1998,0.477763379
Suriname,1999,0.481168842
Suriname,2000,0.497364466
Suriname,2001,0.511364163
Suriname,2002,0.335341452
Suriname,2003,0.316329557
Suriname,2004,0.285762227
Suriname,2005,0.27627474
Suriname,2006,0.287452518
Suriname,2007,0.28337842
Suriname,2008,0.285841335
Suriname,2009,0.288249857
Suriname,2010,0.349225975
Suriname,2011,0.274297667
Suriname,2012,0.307481818
Suriname,2013,0.250475601
Switzerland,1990,0.13283031
Switzerland,1991,0.134357994
Switzerland,1992,0.134693784
Switzerland,1993,0.128426751
Switzerland,1994,0.12859669
Switzerland,1995,0.121485105
Switzerland,1996,0.122791263
Switzerland,1997,0.124772065
Switzerland,1998,0.121899606
Switzerland,1999,0.1170183
Switzerland,2000,0.108031105
Switzerland,2001,0.117110678
Switzerland,2002,0.110821731
Switzerland,2003,0.1093494
Switzerland,2004,0.106831244
Switzerland,2005,0.106177052
Switzerland,2006,0.103348516
Switzerland,2007,0.090074785
Switzerland,2008,0.093671866
Switzerland,2009,0.09865492
Switzerland,2010,0.089724144
Switzerland,2011,0.083550505
Switzerland,2012,0.084414505
Switzerland,2013,0.088667302
Sweden,1990,0.196206129
Sweden,1991,0.196869395
Sweden,1992,0.197249206
Sweden,1993,0.204289936
Sweden,1994,0.208170726
Sweden,1995,0.201066509
Sweden,1996,0.200772842
Sweden,1997,0.181984035
Sweden,1998,0.177378696
Sweden,1999,0.163701063
Sweden,2000,0.150927958
Sweden,2001,0.153949037
Sweden,2002,0.169406597
Sweden,2003,0.157841287
Sweden,2004,0.150585049
Sweden,2005,0.138508035
Sweden,2006,0.127196093
Sweden,2007,0.119258727
Sweden,2008,0.122580428
Sweden,2009,0.113340057
Sweden,2010,0.129180648
Sweden,2011,0.125127404
Sweden,2012,0.114119247
Sweden,2013,0.106201191
Swaziland,1990,0.089344192
Swaziland,1991,0.067362724
Swaziland,1992,0.052792492
Swaziland,1993,0.025601048
Swaziland,1994,0.091669801
Swaziland,1995,0.082149793
Swaziland,1996,0.059332748
Swaziland,1997,0.202962067
Swaziland,1998,0.199620238
Swaziland,1999,0.197999108
Swaziland,2000,0.186514974
Swaziland,2001,0.176262347
Swaziland,2002,0.16798839
Swaziland,2003,0.148632715
Swaziland,2004,0.142622637
Swaziland,2005,0.134135785
Swaziland,2006,0.127198623
Swaziland,2007,0.127980116
Swaziland,2008,0.126362383
Swaziland,2009,0.117428097
Swaziland,2010,0.114528747
Swaziland,2011,0.113582703
Swaziland,2012,0.126329349
Swaziland,2013,0.109054378
Tanzania,1990,0.0621698
Tanzania,1991,0.064455824
Tanzania,1992,0.062121707
Tanzania,1993,0.068545978
Tanzania,1994,0.062531249
Tanzania,1995,0.089183279
Tanzania,1996,0.083105739
Tanzania,1997,0.066839803
Tanzania,1998,0.057151942
Tanzania,1999,0.054122234
Tanzania,2000,0.053888032
Tanzania,2001,0.059979948
Tanzania,2002,0.064238093
Tanzania,2003,0.063721436
Tanzania,2004,0.067748926
Tanzania,2005,0.078997968
Tanzania,2006,0.082671143
Tanzania,2007,0.074550581
Tanzania,2008,0.073561958
Tanzania,2009,0.067262675
Tanzania,2010,0.075936504
