Entity,Year,Total Taxes,Taxes  goods and services,Taxes Income
Brunei,1996,19.46485512,0,1
Brunei,1997,20.23068948,0,1
Brunei,2000,23.41001353,0.106321284,0.608930988
Brunei,2001,22.9795715,0.109616343,0.777279522
Brunei,2002,22.2880627,0.11468986,0.888846411
Brunei,2003,29.9894958,0.140056022,1.155462185
Brunei,2004,27.69427326,0.105215692,0.931910416
Brunei,2005,33.03706505,0.100857287,0.750126072
Brunei,2006,30.58817075,0.098760013,0.833973445
Brunei,2007,34.37347635,0.10293082,0.796359499
Brunei,2008,36.44474949,0.093146387,0.833415041
Brunei,2009,23.95106015,0.121709051,1.620652104
Bulgaria,1996,25.92554901,7.970540975,8.641135512
Bulgaria,1997,26.4170275,7.724994588,9.628869885
Bulgaria,1998,29.16896015,10.6310651,7.910954004
Bulgaria,1999,28.714603,10.44554613,7.091457127
Bulgaria,2000,29.03477463,12.44984835,6.419729139
Bulgaria,2001,27.850944,11.532192,7.01584
Bulgaria,2002,28.69565474,12.27232288,5.902400943
Bulgaria,2003,30.87301023,13.16391335,6.020731907
Bulgaria,2004,31.80193994,14.66771175,5.353941116
Bulgaria,2005,31.8773904,15.56461125,4.923225359
Bulgaria,2006,31.6309129,16.26251191,5.067066895
Bulgaria,2007,31.53136727,16.19160332,5.839298887
Bulgaria,2008,31.64777175,16.44574899,5.89148396
Bulgaria,2009,29.205836,14.79309118,5.404408889
Bulgaria,2010,27.09330635,13.92406125,4.707028816
Bulgaria,2011,26.76502155,13.59903868,4.686092766
Bulgaria,2012,27.36252686,14.24267153,4.717074359
Burkina Faso,1980,8.404403645,1.506474965,1.686279321
Burkina Faso,1981,8.63760419,1.632945182,1.646102841
Burkina Faso,1982,8.31351271,1.748816072,1.521940722
Burkina Faso,1983,8.335866033,2.042469198,1.573724939
Burkina Faso,1984,8.025768484,1.752765273,1.761563314
Burkina Faso,1985,7.922312116,1.515312237,1.290688807
Burkina Faso,1986,9.297907333,1.690296603,1.674133727
Burkina Faso,1987,9.675318203,3.214952012,2.040123028
Burkina Faso,1988,8.943545314,1.950385779,1.976048749
Burkina Faso,1989,8.01624818,2.037013738,1.953136702
Burkina Faso,1990,9.046366179,2.131342817,2.368158686
Burkina Faso,1991,9.000122091,1.93423379,2.420674936
Burkina Faso,1992,7.751558526,1.722481039,2.302005266
Burkina Faso,1993,7.934554821,1.556011446,2.08571747
Burkina Faso,1994,9.689875342,4.337754637,2.015050167
Burkina Faso,1995,10.71256608,4.498973029,2.540405401
Burkina Faso,1996,11.25985144,4.522936958,2.984184795
Burkina Faso,1997,11.64560151,5.063055497,2.786829029
Burkina Faso,1998,10.9638809,4.976677865,2.633407449
Burkina Faso,1999,12.19784468,5.793976225,2.924215444
Burkina Faso,2000,10.82260319,5.211278123,3.275050939
Burkina Faso,2001,10.26352021,5.382089868,2.700673002
Burkina Faso,2002,10.7787164,5.825607617,2.760675806
Burkina Faso,2003,11.06609372,6.024145693,2.750153468
Burkina Faso,2004,12.70319891,6.937254199,2.85055917
Burkina Faso,2005,11.74949527,6.446789096,2.764968976
Burkina Faso,2006,12.12556749,6.391956692,2.819804642
Burkina Faso,2007,12.68559163,6.696248363,3.024448822
Burkina Faso,2008,11.86443217,6.50538825,2.760676948
Burkina Faso,2009,12.51578391,7.15874498,2.700028594
Burkina Faso,2010,12.71930515,7.158965458,3.003887516
Burkina Faso,2011,13.07229582,6.969914946,3.697394631
Burkina Faso,2012,15.62648011,,
Burkina Faso,2013,16.47140818,,
Burundi,1982,,4.250861427,2.839679324
Burundi,1983,,4.140737574,2.517695121
Burundi,1984,,3.990234071,2.624086135
Burundi,1985,,3.094886809,2.374475541
Burundi,1986,,3.314207713,2.631700715
Burundi,1987,,4.266279373,2.422475123
Burundi,1988,,4.48581003,2.69574807
Burundi,1989,,4.786621054,2.268540784
Burundi,1990,,5.098759568,2.707008377
Burundi,1991,,5.479494165,3.273863274
Burundi,1992,,5.344156454,3.213715705
Burundi,1993,,5.468953857,3.788948424
Burundi,1994,,6.169246481,2.927777991
Burundi,1995,,6.194473877,3.064634445
Burundi,1996,,5.233040613,3.28226216
Burundi,1997,,5.228236278,2.828000532
Burundi,1998,,5.150347394,3.725350091
Burundi,1999,,6.06347872,3.362637166
Burundi,2000,,7.460152742,3.188099462
Burundi,2001,,6.689137774,3.914587815
Burundi,2002,,6.755745312,3.826953992
Burundi,2003,,6.874769713,3.814084567
Burundi,2004,,6.708878347,3.543002322
Burundi,2005,,6.479642502,3.459119497
Burundi,2006,,6.405069089,3.504084281
Burundi,2007,,6.290765592,3.646326752
Burundi,2008,,6.373159475,3.401111379
Burundi,2009,,6.747520809,3.884936223
Burundi,2010,,7.781131925,4.38935647
Burundi,2011,,7.567952641,4.075051422
Burundi,2012,,7.904745333,4.305904254
Burundi,2013,,7.736165985,3.454067993
Cambodia,1993,3.512051392,,
Cambodia,1994,5.131568577,0.040816097,
Cambodia,1995,5.282372764,1.020903019,0.232400687
Cambodia,1996,5.804223466,1.678997427,0.265162053
Cambodia,1997,5.888423541,1.930937683,0.401169799
Cambodia,1998,5.796770054,1.980321356,0.431728827
Cambodia,1999,7.085040673,3.194510794,0.575654882
Cambodia,2000,7.285565775,3.527747638,0.912470957
Cambodia,2001,6.953781754,3.630090282,0.844355801
Cambodia,2002,7.209541528,3.858636254,0.727032622
Cambodia,2003,6.358725795,3.260290173,0.756400268
Cambodia,2004,7.673168725,4.118789048,
Cambodia,2005,7.563788402,4.104170606,
Cambodia,2006,8.178820643,4.585615828,1.110191497
Cambodia,2007,9.696985918,5.391097243,1.370597548
Cambodia,2008,10.55519521,6.155715018,1.558019929
Cambodia,2009,9.64778145,5.381468507,1.727193333
Cambodia,2010,10.00303913,5.828616026,1.701232401
Cambodia,2011,10.15469341,5.940682589,1.843032195
Cambodia,2012,11.59307489,6.660054577,2.251259466
Cameroon,1993,8.435165142,4.34885832,1.31555059
Cameroon,1994,6.843908328,3.603822064,1.098946456
Cameroon,1995,8.684908531,4.715883994,1.237652813
Cameroon,1996,9.33226128,4.723975235,1.658211715
Cameroon,1997,8.98751932,4.609900566,1.804650997
Cameroon,1998,10.37700308,5.112818374,2.186402594
Cameroon,1999,10.97125791,5.542686018,2.83655108
Cameroon,2000,10.84328057,5.625802471,2.812901235
Cameroon,2001,12.43372457,6.174378031,3.11551185
Cameroon,2002,11.67071955,5.090279939,3.428685969
Cameroon,2003,11.51951497,5.696602248,2.93040293
Cameroon,2004,10.55930731,5.159661526,2.687823679
Cameroon,2005,11.73767944,5.77169242,2.994422602
Cameroon,2006,13.70972037,7.637816245,2.812250333
Cameroon,2009,,6.150178482,
Cameroon,2010,,5.940328333,
Cameroon,2011,12.44251018,6.257123955,3.052838821
Cameroon,2012,13.14865528,6.052673054,3.270515269
Cameroon,2013,13.50042274,6.585906024,3.354567518
Canada,1980,31.48866265,8.99880922,14.67091441
Canada,1981,33.18516223,10.05442909,14.78122332
Canada,1982,32.80254695,10.07788938,14.56678388
Canada,1983,32.68242133,9.724372871,14.11844582
Canada,1984,32.56754842,9.74680923,14.10042616
Canada,1985,32.41440398,9.439219714,14.30289359
Canada,1986,33.09776342,8.989324782,15.1671074
Canada,1987,34.4150254,9.238858858,16.26027236
Canada,1988,33.6370924,8.803951956,15.71406642
Canada,1989,34.5742297,8.915584392,16.48649776
Canada,1990,35.19167212,8.514414121,17.08985353
Canada,1991,35.84036806,8.70529503,16.86132755
Canada,1992,35.52780767,8.822060955,15.89708152
Canada,1993,35.10003369,8.870083355,15.54809941
Canada,1994,35.11784209,8.73303754,15.71908035
Canada,1995,35.08509999,8.552763207,16.29236094
Canada,1996,35.62335447,8.580093163,16.79645024
Canada,1997,36.37079887,8.576648147,17.766059
Canada,1998,36.26225593,8.719916838,17.53561026
Canada,1999,36.54447732,8.583445925,18.21887089
Canada,2000,35.53494978,8.34513263,17.78595992
Canada,2001,34.37727166,8.235921063,16.4343781
Canada,2002,33.43755629,8.491879758,15.11826699
Canada,2003,32.98695167,8.424663901,14.84950628
Canada,2004,32.97915053,8.266194469,15.23442556
Canada,2005,32.91252823,8.0521979,15.47762283
Canada,2006,32.93769927,7.790711807,15.95453158
Canada,2007,32.73916048,7.601127403,16.04179239
Canada,2008,31.2298322,7.054852579,15.30565806
Canada,2009,31.88777838,7.345141448,15.10681725
Canada,2010,30.92935842,7.350730111,14.42186485
Canada,2011,30.54822769,7.290118643,14.38695697
Canada,2012,30.72915904,7.311626066,14.49315799
Canada,2013,30.65382799,7.236195664,14.43335069
Cape Verde,1980,,,3.109203624
Cape Verde,1981,,,3.936070617
Cape Verde,1982,,,5.304675382
Cape Verde,1983,,,5.133107675
Cape Verde,1984,,,4.652350081
Cape Verde,1985,,,3.740826018
Cape Verde,1986,,,4.053010043
Cape Verde,1987,,,3.735867084
Cape Verde,1988,,,3.491829755
Cape Verde,1989,,,3.437079481
Cape Verde,1990,,,3.654890732
Cape Verde,1991,,,3.577229331
Cape Verde,1992,,,4.007824143
Cape Verde,1993,,2.995845178,4.757739527
Cape Verde,1994,,2.799225166,5.211033203
Cape Verde,1995,,2.564600267,5.170447653
Cape Verde,1996,,2.576630661,5.523542429
Cape Verde,1997,,2.469577666,5.654974946
Cape Verde,1998,,2.808660035,5.440005674
Cape Verde,1999,,2.674034459,4.745114887
Cape Verde,2000,,2.678065102,5.540433254
Cape Verde,2001,,2.767376859,6.312625251
Cape Verde,2002,,3.103132028,6.447479176
Cape Verde,2003,,2.870593639,6.090251464
Cape Verde,2004,,6.989241391,5.940910242
Cape Verde,2005,,7.642982728,6.021305202
Cape Verde,2006,20.82767977,9.759009216,6.114714593
Cape Verde,2007,20.97765097,10.33706364,6.112351813
Cape Verde,2008,21.32082139,10.69082689,6.22163655
Cape Verde,2009,18.45456619,8.758254108,5.821819413
Cape Verde,2010,18.47870736,9.002496143,5.557310798
Cape Verde,2011,19.7560166,10.11654899,5.600828804
Cape Verde,2012,17.82181202,8.879268012,5.271657647
Chile,1980,24.86330987,11.09244899,5.422041954
Chile,1981,24.5540565,12.10763009,4.992907159
Chile,1982,23.30371818,12.20346079,5.473377368
Chile,1983,21.47429572,10.4106024,3.77670334
Chile,1984,21.47441589,11.121033,3.12793323
Chile,1985,20.68123612,10.7934231,3.068569172
Chile,1986,20.33956401,11.20594953,3.007920163
Chile,1987,18.95542303,10.41832932,2.489741286
Chile,1988,16.05437436,8.867259228,2.614812764
Chile,1989,15.71874469,8.143863039,2.57207985
Chile,1990,15.00652724,8.262048145,2.374137422
Chile,1991,16.70166215,8.921169657,3.743078149
Chile,1992,17.22824069,9.390144732,3.783892041
Chile,1993,17.7692149,9.606873431,3.811402102
Chile,1994,17.02384864,9.360061847,3.687479307
Chile,1995,16.33743746,8.988075611,3.678467685
Chile,1996,17.50486439,9.60224897,4.140899432
Chile,1997,17.21104331,9.573088226,4.048190793
Chile,1998,17.18284289,9.575731909,4.013435232
Chile,1999,16.54378457,9.502502662,3.601147776
Chile,2000,17.09709439,9.799074646,4.168317867
Chile,2001,17.44308919,9.771288516,4.467289166
Chile,2002,17.36747307,9.907791853,4.463045018
Chile,2003,16.81158734,9.859524312,4.3049038
Chile,2004,16.42660062,9.5971106,4.340445828
Chile,2005,17.58954381,9.434280926,4.387843922
Chile,2006,17.39390911,8.401720022,3.665615826
Chile,2007,19.14644821,8.936434925,4.456637969
Chile,2008,18.93284335,9.675984155,4.619743684
Chile,2009,15.27982743,8.608793888,3.867474597
Chile,2010,17.2001369,8.983615693,4.669964493
Chile,2011,18.74479077,9.310690799,5.516911582
Chile,2012,18.91460623,9.568309455,5.763680241
Chile,2013,18.12695129,,
Chad,1983,1.834969148,,
Chad,1984,3.404977142,,
Chad,1985,3.899073223,,
Chad,1986,3.63752591,1.077900301,0.79643928
Chad,1987,4.329512415,0.781562592,0.847278838
Chad,1988,4.979880854,1.169274937,0.902693643
Chad,1989,5.557842904,1.51427064,1.301167927
Chad,1990,6.089218149,1.716615608,1.321958961
Chad,1991,5.044260965,1.532185696,1.599978056
Chad,1992,5.112394552,1.514486787,1.7388552
Chad,1993,4.844851194,1.450669729,1.469954851
Chad,1994,4.141373263,1.119654661,1.173613921
Chad,1995,4.86069279,0.808074872,2.032430738
Chad,1996,5.695844076,1.192903193,2.310578257
Chad,1997,6.008036852,1.666176615,2.117024405
Chad,1998,5.983448939,1.038733603,1.940114003
Chad,1999,6.359241006,1.477588351,2.225734352
Chad,2000,6.120236207,1.684633099,2.034104859
Chad,2001,5.543018336,1.389280677,1.988716502
Chad,2002,6.435975124,1.243820762,2.723648541
Chad,2003,6.301435327,1.144705183,2.911774349
Chad,2004,4.62240274,0.981313369,1.98914872
Chad,2005,3.961892809,0.741607005,1.680025101
Chad,2006,9.613650301,,
Chad,2007,14.84692953,,
Chad,2008,14.08863913,,
Chad,2009,9.909895477,,
Chad,2010,14.79581398,,
Chad,2011,18.39203093,,
Chad,2012,16.01125064,,
Central African Republic,1980,12.41092637,2.494061758,2.434679335
Central African Republic,1981,12.28813559,2.648305085,2.383474576
Central African Republic,1982,12.41935484,2.419354839,3.14516129
Central African Republic,1983,12.28628231,2.783300199,3.021868787
Central African Republic,1984,12.61196704,2.723038338,2.328914368
Central African Republic,1985,11.88729366,2.087154513,2.466637151
Central African Republic,1986,11.21150766,2.115378804,2.598893959
Central African Republic,1987,10.6594543,2.13189086,2.609179858
Central African Republic,1988,10.85190503,2.56056186,2.377664585
Central African Republic,1989,9.923984028,3.055772208,2.095386657
Central African Republic,1990,10.49108514,3.454381691,2.661153303
Central African Republic,1991,8.475263479,2.641980282,2.275765193
Central African Republic,1992,8.529427898,3.236245955,2.111787615
Central African Republic,1993,7.498288127,2.999315251,1.839202748
Central African Republic,1994,7.023655058,2.625665442,1.8817269
Central African Republic,1995,9.122568086,3.108704743,1.96144466
Central African Republic,1996,6.599177209,2.386936437,1.624721441
Central African Republic,1997,7.762639004,3.936243835,2.142048971
Central African Republic,1998,8.595998332,4.648333094,2.375434927
Central African Republic,1999,8.680935854,4.705554014,2.385229104
Central African Republic,2000,8.500152812,4.823120416,2.005654034
Central African Republic,2001,7.874698048,3.770125706,2.310722207
Central African Republic,2002,9.14692282,4.960790389,2.562330171
Central African Republic,2003,6.975543744,3.208750122,2.154667956
Central African Republic,2004,7.274315491,3.328413506,2.349468357
Central African Republic,2005,7.173082512,3.742477832,2.083879702
Central African Republic,2006,7.895636188,3.627016955,2.291436705
Central African Republic,2007,7.313292862,3.761122043,1.769939785
Central African Republic,2008,8.509387443,4.756220544,1.277978989
Central African Republic,2009,8.470012728,4.233390895,1.474610124
Central African Republic,2010,9.247448222,5.086369374,1.403562119
Central African Republic,2011,8.553698252,4.330669859,1.706393637
Central African Republic,2012,9.653500528,2.659727273,1.255148101
Comoros,1980,8.844487914,0.125751013,0.447464021
Comoros,1981,9.809095142,0.235914946,0.387397175
Comoros,1982,11.1138152,0.432654606,0.494848706
Comoros,1983,12.5925036,0.915425276,1.057424315
Comoros,1984,12.44782609,,
Comoros,1985,11.05609284,,
Comoros,1986,12.24631242,,
Comoros,1987,9.692555264,1.041754891,1.270432794
Comoros,1988,11.57841932,1.072884976,3.087578484
Comoros,1989,10.23076802,0.95272647,1.949619067
Comoros,1990,12.01780415,1.395540147,3.359579281
Comoros,1991,10.91770788,1.51802384,1.882809134
Comoros,1992,13.06877856,1.234778166,1.755655852
Comoros,1993,12.71706507,1.310429842,1.305070211
Comoros,1994,12.66693385,1.190676268,1.808638544
Comoros,1995,11.40510528,1.255586785,1.616136018
Comoros,1996,10.81961281,1.100280441,1.18056812
Comoros,1997,12.89155069,0.982377526,1.546813736
Comoros,1998,9.734216132,1.162607683,1.67675729
Comoros,1999,10.22455294,1.231733183,2.02759238
Comoros,2000,9.019487807,1.11769671,1.757705614
Comoros,2001,9.1848118,1.227120605,1.087468496
