Entity,Year,Meat consumption per capita per year
Samoa,1989,63.45
Samoa,1990,69.16
Samoa,1991,69.41
Samoa,1992,67.9
Samoa,1993,71
Samoa,1994,70.89
Samoa,1995,66.36
Samoa,1996,68.81
Samoa,1997,54.06
Samoa,1998,66.65
Samoa,1999,67.64
Samoa,2000,73.91
Samoa,2001,79.27
Samoa,2002,76.52
Samoa,2003,79.21
Samoa,2004,71.84
Samoa,2005,83.94
Samoa,2006,75.49
Samoa,2007,82.45
Samoa,2008,84.72
Samoa,2009,83.24
Samoa,2010,89.72
Samoa,2011,91.94
Samoa,2012,105.99
Samoa,2013,102.2
Senegal,1961,12.99
Senegal,1962,13.54
Senegal,1963,13.95
Senegal,1964,14.57
Senegal,1965,14.71
Senegal,1966,15.29
Senegal,1967,16.34
Senegal,1968,16.14
Senegal,1969,16.05
Senegal,1970,14.89
Senegal,1971,13.69
Senegal,1972,13.47
Senegal,1973,12.77
Senegal,1974,11.05
Senegal,1975,11.28
Senegal,1976,11.47
Senegal,1977,12.07
Senegal,1978,12.28
Senegal,1979,12.37
Senegal,1980,11.01
Senegal,1981,12.34
Senegal,1982,12.28
Senegal,1983,11.84
Senegal,1984,11.39
Senegal,1985,11.82
Senegal,1986,12.82
Senegal,1987,13.18
Senegal,1988,12.72
Senegal,1989,12.37
Senegal,1990,12.36
Senegal,1991,13.01
Senegal,1992,12.22
Senegal,1993,12
Senegal,1994,11.74
Senegal,1995,11.68
Senegal,1996,11.33
Senegal,1997,11.4
Senegal,1998,11.25
Senegal,1999,11.51
Senegal,2000,11.99
Senegal,2001,12.57
Senegal,2002,12.27
Senegal,2003,12.28
Senegal,2004,12.44
Senegal,2005,12.98
Senegal,2006,12.83
Senegal,2007,12.31
Senegal,2008,13.12
Senegal,2009,13.21
Senegal,2010,13.53
Senegal,2011,14.51
Senegal,2012,15.39
Senegal,2013,15.79
Saudi Arabia,1961,9.29
Saudi Arabia,1962,9.11
Saudi Arabia,1963,8.98
Saudi Arabia,1964,8.95
Saudi Arabia,1965,8.91
Saudi Arabia,1966,9.1
Saudi Arabia,1967,9.39
Saudi Arabia,1968,10.25
Saudi Arabia,1969,10.49
Saudi Arabia,1970,10.37
Saudi Arabia,1971,11.17
Saudi Arabia,1972,11.69
Saudi Arabia,1973,12.35
Saudi Arabia,1974,16.29
Saudi Arabia,1975,18.54
Saudi Arabia,1976,23.71
Saudi Arabia,1977,28.37
Saudi Arabia,1978,29.48
Saudi Arabia,1979,34.56
Saudi Arabia,1980,40.39
Saudi Arabia,1981,39.85
Saudi Arabia,1982,42.71
Saudi Arabia,1983,47.64
Saudi Arabia,1984,41.35
Saudi Arabia,1985,40.83
Saudi Arabia,1986,44.01
Saudi Arabia,1987,44.3
Saudi Arabia,1988,43.34
Saudi Arabia,1989,39.81
Saudi Arabia,1990,42.84
Saudi Arabia,1991,45.6
Saudi Arabia,1992,41.7
Saudi Arabia,1993,37.21
Saudi Arabia,1994,36.27
Saudi Arabia,1995,45.13
Saudi Arabia,1996,42.94
Saudi Arabia,1997,45.81
Saudi Arabia,1998,49.63
Saudi Arabia,1999,52.25
Saudi Arabia,2000,53.11
Saudi Arabia,2001,50.33
Saudi Arabia,2002,48.37
Saudi Arabia,2003,49.63
Saudi Arabia,2004,47.47
Saudi Arabia,2005,52.16
Saudi Arabia,2006,50.11
Saudi Arabia,2007,52.03
Saudi Arabia,2008,50.34
Saudi Arabia,2009,53.75
Saudi Arabia,2010,59.13
Saudi Arabia,2011,58.43
Saudi Arabia,2012,57.97
Saudi Arabia,2013,63.75
Sao Tome and Principe,1961,5.45
Sao Tome and Principe,1962,5.97
Sao Tome and Principe,1963,6.3
Sao Tome and Principe,1964,5.02
Sao Tome and Principe,1965,4.77
Sao Tome and Principe,1966,5.27
Sao Tome and Principe,1967,5.89
Sao Tome and Principe,1968,5.86
Sao Tome and Principe,1969,6.05
Sao Tome and Principe,1970,5.07
Sao Tome and Principe,1971,6.39
Sao Tome and Principe,1972,5.2
Sao Tome and Principe,1973,5.94
Sao Tome and Principe,1974,3.1
Sao Tome and Principe,1975,3.94
Sao Tome and Principe,1976,5.3
Sao Tome and Principe,1977,4.07
Sao Tome and Principe,1978,3.83
Sao Tome and Principe,1979,3.49
Sao Tome and Principe,1980,6.33
Sao Tome and Principe,1981,5.31
Sao Tome and Principe,1982,6.95
Sao Tome and Principe,1983,5.24
Sao Tome and Principe,1984,5.64
Sao Tome and Principe,1985,5.17
Sao Tome and Principe,1986,5.98
Sao Tome and Principe,1987,5.34
Sao Tome and Principe,1988,4.04
Sao Tome and Principe,1989,4.5
Sao Tome and Principe,1990,3.72
Sao Tome and Principe,1991,5.34
Sao Tome and Principe,1992,5.81
Sao Tome and Principe,1993,5.59
Sao Tome and Principe,1994,6.29
Sao Tome and Principe,1995,6.54
Sao Tome and Principe,1996,7.03
Sao Tome and Principe,1997,5.83
Sao Tome and Principe,1998,6.53
Sao Tome and Principe,1999,8.05
Sao Tome and Principe,2000,8
Sao Tome and Principe,2001,8.09
Sao Tome and Principe,2002,9.76
Sao Tome and Principe,2003,14.17
Sao Tome and Principe,2004,12.51
Sao Tome and Principe,2005,13.49
Sao Tome and Principe,2006,13.17
Sao Tome and Principe,2007,13.65
Sao Tome and Principe,2008,14.26
Sao Tome and Principe,2009,16.82
Sao Tome and Principe,2010,20.12
Sao Tome and Principe,2011,18.47
Sao Tome and Principe,2012,15.09
Sao Tome and Principe,2013,16.09
Slovakia,1961,62.21
Slovakia,1962,62.77
Slovakia,1963,63.44
Slovakia,1964,64.2
Slovakia,1965,67.55
Slovakia,1966,69.63
Slovakia,1967,70.23
Slovakia,1968,74.72
Slovakia,1969,75.09
Slovakia,1970,75.9
Slovakia,1971,77.79
Slovakia,1972,78.93
Slovakia,1973,79.94
Slovakia,1974,82.06
Slovakia,1975,84.44
Slovakia,1976,83.69
Slovakia,1977,86.39
Slovakia,1978,88.45
Slovakia,1979,90.68
Slovakia,1980,92.99
Slovakia,1981,93.64
Slovakia,1982,84.33
Slovakia,1983,90.86
Slovakia,1984,91.69
Slovakia,1985,92.33
Slovakia,1986,91.41
Slovakia,1987,93.86
Slovakia,1988,97.98
Slovakia,1989,99.95
Slovakia,1990,99.47
Slovakia,1991,85.56
Slovakia,1992,84.49
Slovakia,1993,72.74
Slovakia,1994,68.15
Slovakia,1995,64.97
Slovakia,1996,69.87
Slovakia,1997,69.91
Slovakia,1998,66.52
Slovakia,1999,67.55
Slovakia,2000,57.89
Slovakia,2001,54.75
Slovakia,2002,61.24
Slovakia,2003,64.96
Slovakia,2004,62
Slovakia,2005,65.64
Slovakia,2006,61.94
Slovakia,2007,59.85
Slovakia,2008,60.88
Slovakia,2009,60.47
Slovakia,2010,58.32
Slovakia,2011,61.12
Slovakia,2012,50.51
Slovakia,2013,53.88
Sierra Leone,1961,4.5
Sierra Leone,1962,4.55
Sierra Leone,1963,4.71
Sierra Leone,1964,5.05
Sierra Leone,1965,5.19
Sierra Leone,1966,5.34
Sierra Leone,1967,5.14
Sierra Leone,1968,5.12
Sierra Leone,1969,5.19
Sierra Leone,1970,4.99
Sierra Leone,1971,4.82
Sierra Leone,1972,4.87
Sierra Leone,1973,5.01
Sierra Leone,1974,4.9
Sierra Leone,1975,4.93
Sierra Leone,1976,4.9
Sierra Leone,1977,4.92
Sierra Leone,1978,5.44
Sierra Leone,1979,5.61
Sierra Leone,1980,5.17
Sierra Leone,1981,5.21
Sierra Leone,1982,5.29
Sierra Leone,1983,5.21
Sierra Leone,1984,4.77
Sierra Leone,1985,4.85
Sierra Leone,1986,4.95
Sierra Leone,1987,4.89
Sierra Leone,1988,4.86
Sierra Leone,1989,4.93
Sierra Leone,1990,5.06
Sierra Leone,1991,5.15
Sierra Leone,1992,5.33
Sierra Leone,1993,5.56
Sierra Leone,1994,5.72
Sierra Leone,1995,5.61
Sierra Leone,1996,5.32
Sierra Leone,1997,5.32
Sierra Leone,1998,5.29
Sierra Leone,1999,5.26
Sierra Leone,2000,4.88
Sierra Leone,2001,2.79
Sierra Leone,2002,5.14
Sierra Leone,2003,5
Sierra Leone,2004,4.93
Sierra Leone,2005,5.04
Sierra Leone,2006,5.75
Sierra Leone,2007,6.56
Sierra Leone,2008,7.12
Sierra Leone,2009,7.58
Sierra Leone,2010,8.46
Sierra Leone,2011,9.19
Sierra Leone,2012,11.24
Sierra Leone,2013,10.68
Serbia,1961,39.55
Serbia,1962,42.38
Serbia,1963,44.26
Serbia,1964,36.29
Serbia,1965,43.75
Serbia,1966,45.45
Serbia,1967,47.14
Serbia,1968,48.11
Serbia,1969,47.71
Serbia,1970,48.61
Serbia,1971,51.85
Serbia,1972,54.25
Serbia,1973,56.28
Serbia,1974,57.38
Serbia,1975,60.47
Serbia,1976,58.25
Serbia,1977,57.98
Serbia,1978,59.46
Serbia,1979,60.73
Serbia,1980,60.05
Serbia,1981,59.35
Serbia,1982,60.05
Serbia,1983,63.76
Serbia,1984,64.38
Serbia,1985,65.19
Serbia,1986,65.92
Serbia,1987,68.76
Serbia,1988,71.36
Serbia,1989,72.19
Serbia,1990,72.12
Serbia,1991,66.19
Serbia,2006,40.9
Serbia,2007,44.98
Serbia,2008,45.68
Serbia,2009,45.9
Serbia,2010,47.62
Serbia,2011,49.22
Serbia,2012,52
Serbia,2013,53.31
South Africa,1961,32.24
South Africa,1962,31.62
South Africa,1963,31.87
South Africa,1964,32.32
South Africa,1965,33.12
South Africa,1966,32.97
South Africa,1967,33.25
South Africa,1968,34.05
South Africa,1969,35.1
South Africa,1970,33.15
South Africa,1971,33.16
South Africa,1972,35.61
South Africa,1973,35.33
South Africa,1974,35.24
South Africa,1975,35.88
South Africa,1976,36.43
South Africa,1977,36.01
South Africa,1978,36.28
South Africa,1979,36.14
South Africa,1980,36.04
South Africa,1981,34.9
South Africa,1982,36.66
South Africa,1983,36.45
South Africa,1984,37.06
South Africa,1985,37.62
South Africa,1986,35.18
South Africa,1987,36.69
South Africa,1988,36.2
South Africa,1989,35.6
South Africa,1990,40.7
South Africa,1991,39.84
South Africa,1992,41.09
South Africa,1993,39.8
South Africa,1994,40.2
South Africa,1995,37.39
South Africa,1996,36.95
South Africa,1997,38.18
South Africa,1998,35.4
South Africa,1999,37.23
South Africa,2000,41.59
South Africa,2001,39.08
South Africa,2002,40.02
South Africa,2003,42.04
South Africa,2004,43.44
South Africa,2005,45.91
South Africa,2006,49.53
South Africa,2007,52.8
South Africa,2008,56.55
South Africa,2009,57.48
South Africa,2010,58.23
South Africa,2011,59.31
South Africa,2012,60.37
South Africa,2013,64.92
Slovenia,1961,33.69
Slovenia,1962,32.91
Slovenia,1963,30.92
Slovenia,1964,33.1
Slovenia,1965,37.37
Slovenia,1966,35.02
Slovenia,1967,39.89
Slovenia,1968,42.79
Slovenia,1969,40.05
Slovenia,1970,43.84
Slovenia,1971,47.14
Slovenia,1972,43.45
Slovenia,1973,46.3
Slovenia,1974,53.18
Slovenia,1975,54.99
Slovenia,1976,56.37
Slovenia,1977,59.78
Slovenia,1978,64.51
Slovenia,1979,64.56
Slovenia,1980,62.97
Slovenia,1981,64.73
Slovenia,1982,62.97
Slovenia,1983,63.18
Slovenia,1984,68.11
Slovenia,1985,65.05
Slovenia,1986,66.76
Slovenia,1987,68.64
Slovenia,1988,69.46
Slovenia,1989,66.67
Slovenia,1990,71.96
Slovenia,1991,58.87
Slovenia,1992,49.04
Slovenia,1993,82.99
Slovenia,1994,87.76
Slovenia,1995,88.03
Slovenia,1996,89.98
Slovenia,1997,91.18
Slovenia,1998,86
Slovenia,1999,91.96
Slovenia,2000,92.6
Slovenia,2001,86.42
Slovenia,2002,81.69
Slovenia,2003,92.89
Slovenia,2004,89.22
Slovenia,2005,91.32
Slovenia,2006,86.96
Slovenia,2007,84.18
Slovenia,2008,88.22
Slovenia,2009,87.52
Slovenia,2010,85.93
Slovenia,2011,81.54
Slovenia,2012,78.19
Slovenia,2013,71.38
Solomon Islands,1961,11.64
Solomon Islands,1962,11.06
Solomon Islands,1963,11.7
Solomon Islands,1964,13.13
Solomon Islands,1965,11.93
Solomon Islands,1966,13.52
Solomon Islands,1967,12.9
Solomon Islands,1968,14.41
Solomon Islands,1969,14.56
Solomon Islands,1970,16.04
Solomon Islands,1971,15.51
Solomon Islands,1972,16.06
Solomon Islands,1973,14.87
Solomon Islands,1974,17.19
Solomon Islands,1975,15
Solomon Islands,1976,14.61
Solomon Islands,1977,14.63
Solomon Islands,1978,15.2
Solomon Islands,1979,14.83
Solomon Islands,1980,15.54
Solomon Islands,1981,14.38
Solomon Islands,1982,16.96
Solomon Islands,1983,14.38
Solomon Islands,1984,15.82
Solomon Islands,1985,16.16
Solomon Islands,1986,14.54
Solomon Islands,1987,13.04
Solomon Islands,1988,12.64
Solomon Islands,1989,15.34
Solomon Islands,1990,10.52
Solomon Islands,1991,9.73
Solomon Islands,1992,9.5
Solomon Islands,1993,10.17
Solomon Islands,1994,10.05
Solomon Islands,1995,10.06
Solomon Islands,1996,11.18
Solomon Islands,1997,10.17
Solomon Islands,1998,8.07
Solomon Islands,1999,7.76
Solomon Islands,2000,7.56
Solomon Islands,2001,7.57
Solomon Islands,2002,9.64
Solomon Islands,2003,8.8
Solomon Islands,2004,9.18
Solomon Islands,2005,9.66
Solomon Islands,2006,10.4
Solomon Islands,2007,10.74
Solomon Islands,2008,11.49
Solomon Islands,2009,12.13
Solomon Islands,2010,11.47
Solomon Islands,2011,16.43
Solomon Islands,2012,12.85
Solomon Islands,2013,13.81
Spain,1961,21.77
Spain,1962,23.73
Spain,1963,29.54
Spain,1964,30.14
Spain,1965,30.04
Spain,1966,35.92
Spain,1967,38.88
Spain,1968,39.36
Spain,1969,41.03
Spain,1970,46.15
Spain,1971,46.03
Spain,1972,48.6
Spain,1973,52.54
Spain,1974,55.42
Spain,1975,54.98
Spain,1976,59.92
Spain,1977,60.7
Spain,1978,64.09
Spain,1979,65.75
Spain,1980,70.38
Spain,1981,75.61
Spain,1982,78.49
Spain,1983,76.47
Spain,1984,78.06
Spain,1985,77.74
Spain,1986,78.96
Spain,1987,82.69
Spain,1988,89.61
Spain,1989,89.73
Spain,1990,93.24
Spain,1991,96.65
Spain,1992,96.94
Spain,1993,99.74
Spain,1994,100.26
Spain,1995,101.31
Spain,1996,102.9
Spain,1997,103.47
Spain,1998,116.79
Spain,1999,114.71
Spain,2000,113.25
Spain,2001,115.11
Spain,2002,119.61
Spain,2003,118.39
Spain,2004,108.4
Spain,2005,108.06
Spain,2006,107.19
Spain,2007,110.81
Spain,2008,102.49
Spain,2009,98.43
Spain,2010,96.64
Spain,2011,95.76
Spain,2012,95.67
Spain,2013,94.05
South Korea,1961,4.11
South Korea,1962,3.24
South Korea,1963,4.22
South Korea,1964,4.98
South Korea,1965,4.96
South Korea,1966,5.18
South Korea,1967,4.57
South Korea,1968,4.57
South Korea,1969,5.09
South Korea,1970,5.4
South Korea,1971,5.48
South Korea,1972,5.73
South Korea,1973,5.88
South Korea,1974,6.19
South Korea,1975,7.11
South Korea,1976,7.45
South Korea,1977,8.6
South Korea,1978,11.28
South Korea,1979,14.88
South Korea,1980,13.18
South Korea,1981,12.99
South Korea,1982,14.96
South Korea,1983,17.06
South Korea,1984,17.7
South Korea,1985,18.4
South Korea,1986,18.14
South Korea,1987,19.66
South Korea,1988,20.83
South Korea,1989,22.15
South Korea,1990,25.26
South Korea,1991,28.24
South Korea,1992,34.53
South Korea,1993,34.56
South Korea,1994,36.55
South Korea,1995,38.39
South Korea,1996,41.05
South Korea,1997,42.39
South Korea,1998,39.44
South Korea,1999,46.16
South Korea,2000,47.58
South Korea,2001,43.66
South Korea,2002,50.35
South Korea,2003,53.11
South Korea,2004,45.1
South Korea,2005,49.8
South Korea,2006,54.65
South Korea,2007,56.3
South Korea,2008,55.92
South Korea,2009,56.4
South Korea,2010,59.13
South Korea,2011,62.2
South Korea,2012,63.62
South Korea,2013,63.61
Sri Lanka,1961,3.97
Sri Lanka,1962,4.32
Sri Lanka,1963,4.57
Sri Lanka,1964,4.83
Sri Lanka,1965,4.74
Sri Lanka,1966,4.61
Sri Lanka,1967,4.53
Sri Lanka,1968,4.56
Sri Lanka,1969,4.51
Sri Lanka,1970,4.46
Sri Lanka,1971,4.72
Sri Lanka,1972,4.45
Sri Lanka,1973,4.47
Sri Lanka,1974,4.37
Sri Lanka,1975,4.24
Sri Lanka,1976,3.94
Sri Lanka,1977,3.62
Sri Lanka,1978,3.35
Sri Lanka,1979,3.41
Sri Lanka,1980,3.53
Sri Lanka,1981,3.55
Sri Lanka,1982,3.52
Sri Lanka,1983,3.56
Sri Lanka,1984,3.66
Sri Lanka,1985,3.44
Sri Lanka,1986,3.13
Sri Lanka,1987,3.25
Sri Lanka,1988,3.09
Sri Lanka,1989,3.09
Sri Lanka,1990,3.17
Sri Lanka,1991,3.47
Sri Lanka,1992,4
Sri Lanka,1993,4.35
Sri Lanka,1994,5.02
Sri Lanka,1995,5.29
Sri Lanka,1996,5.16
Sri Lanka,1997,5.23
Sri Lanka,1998,5.03
Sri Lanka,1999,4.83
Sri Lanka,2000,5.37
Sri Lanka,2001,6.23
Sri Lanka,2002,6.35
Sri Lanka,2003,6.53
Sri Lanka,2004,6.72
Sri Lanka,2005,6.83
Sri Lanka,2006,5.73
Sri Lanka,2007,6.67
Sri Lanka,2008,6.5
Sri Lanka,2009,6.26
Sri Lanka,2010,6.59
Sri Lanka,2011,6.34
Sri Lanka,2012,6.45
Sri Lanka,2013,6.48
Swaziland,1961,33.91
Swaziland,1962,36.79
Swaziland,1963,35.69
Swaziland,1964,35.76
Swaziland,1965,34.7
Swaziland,1966,34.49
Swaziland,1967,35.71
Swaziland,1968,36.47
Swaziland,1969,31.64
Swaziland,1970,30.96
Swaziland,1971,28.59
Swaziland,1972,31.46
Swaziland,1973,28.08
Swaziland,1974,29.83
Swaziland,1975,31.31
Swaziland,1976,31.48
Swaziland,1977,29.03
Swaziland,1978,29.92
Swaziland,1979,30.49
Swaziland,1980,32.54
Swaziland,1981,35.91
Swaziland,1982,33.1
Swaziland,1983,34.89
Swaziland,1984,28.67
Swaziland,1985,27.53
Swaziland,1986,26.1
Swaziland,1987,28.7
Swaziland,1988,26.19
Swaziland,1989,26.41
Swaziland,1990,23.53
Swaziland,1991,24.54
Swaziland,1992,26.86
Swaziland,1993,27.1
Swaziland,1994,24.88
Swaziland,1995,24.98
Swaziland,1996,23.44
Swaziland,1997,29.61
Swaziland,1998,28.63
Swaziland,1999,26.8
Swaziland,2000,24.8
Swaziland,2001,26.88
Swaziland,2002,34.24
Swaziland,2003,36.14
Swaziland,2004,47.39
Swaziland,2005,33.79
Swaziland,2006,28.38
Swaziland,2007,26.71
Swaziland,2008,24.33
Swaziland,2009,24.08
Swaziland,2010,24.44
Swaziland,2011,22.69
Swaziland,2012,22.6
Swaziland,2013,25.9
Sudan,1961,19.34
Sudan,1962,19.39
Sudan,1963,19.41
Sudan,1964,19.59
Sudan,1965,19.51
Sudan,1966,20.32
Sudan,1967,21
Sudan,1968,21.77
Sudan,1969,21.08
Sudan,1970,20.66
Sudan,1971,20.41
Sudan,1972,19.96
Sudan,1973,19.99
Sudan,1974,19.87
Sudan,1975,21.13
Sudan,1976,21.33
Sudan,1977,21.28
Sudan,1978,21.31
Sudan,1979,22.03
Sudan,1980,22.32
Sudan,1981,22.22
Sudan,1982,19.76
Sudan,1983,18.35
Sudan,1984,19.32
Sudan,1985,19.28
Sudan,1986,17.3
Sudan,1987,15.65
Sudan,1988,15.34
Sudan,1989,15.46
Sudan,1990,15.55
Sudan,1991,16.35
Sudan,1992,17.08
Sudan,1993,17.23
Sudan,1994,17.95
Sudan,1995,19.14
Sudan,1996,19.01
Sudan,1997,20.61
Sudan,1998,22.3
Sudan,1999,23.49
Sudan,2000,24.19
Sudan,2001,24.88
Sudan,2002,24.79
Sudan,2003,25.03
Sudan,2004,24.85
Sudan,2005,25.25
Sudan,2006,25.07
Sudan,2007,24.55
Sudan,2008,24.6
Sudan,2009,23.73
Sudan,2010,23.86
Sudan,2011,24.32
Sudan,2012,26.85
Sudan,2013,27.06
Suriname,1961,26.61
Suriname,1962,26.49
Suriname,1963,31.07
Suriname,1964,29.1
Suriname,1965,26.31
Suriname,1966,26.96
Suriname,1967,26.4
Suriname,1968,27.61
Suriname,1969,32.01
Suriname,1970,27.25
Suriname,1971,27.25
Suriname,1972,27.79
Suriname,1973,29.05
Suriname,1974,32
Suriname,1975,30.83
Suriname,1976,35.52
Suriname,1977,35.49
Suriname,1978,43.03
Suriname,1979,41.53
Suriname,1980,40.09
Suriname,1981,42.82
Suriname,1982,43.89
Suriname,1983,43.75
Suriname,1984,41.32
Suriname,1985,45.79
Suriname,1986,40.3
Suriname,1987,33.76
Suriname,1988,36.73
Suriname,1989,37.09
Suriname,1990,40.13
Suriname,1991,40.63
Suriname,1992,32.67
Suriname,1993,28.78
Suriname,1994,23.56
Suriname,1995,30.98
Suriname,1996,34.77
Suriname,1997,39.45
Suriname,1998,41.07
Suriname,1999,42.22
Suriname,2000,40.11
Suriname,2001,39.42
Suriname,2002,40.54
Suriname,2003,37.67
Suriname,2004,39.09
Suriname,2005,40.1
Suriname,2006,42.65
Suriname,2007,48.21
Suriname,2008,48.77
Suriname,2009,48.88
Suriname,2010,58.69
Suriname,2011,55.67
Suriname,2012,56.88
Suriname,2013,56.06
Switzerland,1961,56.91
Switzerland,1962,60.21
Switzerland,1963,59.48
Switzerland,1964,62.65
Switzerland,1965,62.03
Switzerland,1966,62.99
Switzerland,1967,64.86
Switzerland,1968,66.72
Switzerland,1969,68.79
Switzerland,1970,71.25
Switzerland,1971,72.96
Switzerland,1972,74.14
Switzerland,1973,76.72
Switzerland,1974,74.44
Switzerland,1975,71.53
Switzerland,1976,75.8
Switzerland,1977,78.49
Switzerland,1978,79.48
Switzerland,1979,82.21
Switzerland,1980,85.36
Switzerland,1981,84.4
Switzerland,1982,86.03
Switzerland,1983,84.78
Switzerland,1984,85.09
Switzerland,1985,86.37
Switzerland,1986,86.55
Switzerland,1987,86.02
Switzerland,1988,85.07
Switzerland,1989,84.78
Switzerland,1990,83.16
Switzerland,1991,83.36
Switzerland,1992,80.72
Switzerland,1993,78.09
Switzerland,1994,74.52
Switzerland,1995,74.82
Switzerland,1996,73.15
Switzerland,1997,72
Switzerland,1998,73.6
Switzerland,1999,72.74
Switzerland,2000,71.54
Switzerland,2001,72.31
Switzerland,2002,72.81
Switzerland,2003,72.37
Switzerland,2004,72.32
Switzerland,2005,72.4
Switzerland,2006,72.2
Switzerland,2007,73.18
Switzerland,2008,74.6
Switzerland,2009,73.52
Switzerland,2010,75.03
Switzerland,2011,74.73
Switzerland,2012,72.03
Switzerland,2013,72.32
Sweden,1961,50.65
Sweden,1962,51.07
Sweden,1963,49.74
Sweden,1964,51.03
Sweden,1965,50.92
Sweden,1966,51.4
Sweden,1967,51.96
Sweden,1968,52.85
Sweden,1969,51.56
Sweden,1970,52.97
Sweden,1971,51.86
Sweden,1972,49.71
Sweden,1973,50.83
Sweden,1974,56.53
Sweden,1975,58.9
Sweden,1976,61.85
Sweden,1977,60.9
Sweden,1978,61.54
Sweden,1979,63.16
Sweden,1980,63.6
Sweden,1981,63.02
Sweden,1982,60.23
Sweden,1983,61.04
Sweden,1984,57.68
Sweden,1985,58.33
Sweden,1986,57.49
Sweden,1987,58.45
Sweden,1988,59.06
Sweden,1989,59.27
Sweden,1990,58.95
Sweden,1991,59.04
Sweden,1992,61.34
Sweden,1993,61.83
Sweden,1994,64.33
Sweden,1995,64.76
Sweden,1996,66.21
Sweden,1997,67.72
Sweden,1998,69.33
Sweden,1999,72.59
Sweden,2000,69.04
Sweden,2001,70.18
Sweden,2002,76.15
Sweden,2003,76.51
Sweden,2004,77.08
Sweden,2005,77.59
Sweden,2006,77.24
Sweden,2007,78.43
Sweden,2008,79.49
Sweden,2009,78.4
Sweden,2010,80.51
Sweden,2011,81.23
Sweden,2012,78.72
Sweden,2013,81.56
Tajikistan,1961,39.55
Tajikistan,1962,42.38
Tajikistan,1963,44.26
Tajikistan,1964,36.29
Tajikistan,1965,43.75
Tajikistan,1966,45.45
Tajikistan,1967,47.14
Tajikistan,1968,48.11
Tajikistan,1969,47.71
Tajikistan,1970,48.61
Tajikistan,1971,51.85
Tajikistan,1972,54.25
Tajikistan,1973,56.28
Tajikistan,1974,57.38
Tajikistan,1975,60.47
Tajikistan,1976,58.25
Tajikistan,1977,57.98
Tajikistan,1978,59.46
Tajikistan,1979,60.73
Tajikistan,1980,60.05
Tajikistan,1981,59.35
Tajikistan,1982,60.05
Tajikistan,1983,63.76
Tajikistan,1984,64.38
Tajikistan,1985,65.19
Tajikistan,1986,65.92
Tajikistan,1987,68.76
Tajikistan,1988,71.36
Tajikistan,1989,72.19
Tajikistan,1990,72.12
Tajikistan,1991,66.19
Tajikistan,1992,14.73
Tajikistan,1993,9.61
Tajikistan,1994,9.46
Tajikistan,1995,10.96
Tajikistan,1996,11.1
Tajikistan,1997,8.67
Tajikistan,1998,8.46
Tajikistan,1999,8.6
Tajikistan,2000,8.92
Tajikistan,2001,8.3
Tajikistan,2002,9.41
Tajikistan,2003,9.71
Tajikistan,2004,9.08
Tajikistan,2005,10.33
Tajikistan,2006,9.34
Tajikistan,2007,12.37
Tajikistan,2008,14.23
Tajikistan,2009,13.79
Tajikistan,2010,13.64
Tajikistan,2011,13.9
Tajikistan,2012,33.46
Tajikistan,2013,34.87
Tanzania,1961,9.84
Tanzania,1962,9.51
Tanzania,1963,9.7
Tanzania,1964,9.45
Tanzania,1965,9.39
Tanzania,1966,9.79
Tanzania,1967,10.15
Tanzania,1968,10.02
Tanzania,1969,9.99
Tanzania,1970,10.22
Tanzania,1971,10.5
Tanzania,1972,9.62
Tanzania,1973,9.68
Tanzania,1974,9.43
Tanzania,1975,9.94
Tanzania,1976,10.1
Tanzania,1977,10.73
Tanzania,1978,10.63
Tanzania,1979,10.37
Tanzania,1980,9.55
Tanzania,1981,9.78
Tanzania,1982,9.91
Tanzania,1983,10.02
Tanzania,1984,10.27
Tanzania,1985,10.48
Tanzania,1986,10.58
Tanzania,1987,10.41
Tanzania,1988,10.78
Tanzania,1989,10.91
Tanzania,1990,10.55
Tanzania,1991,10.75
Tanzania,1992,10.65
Tanzania,1993,10.7
Tanzania,1994,10.36
Tanzania,1995,11.42
Tanzania,1996,9.34
Tanzania,1997,9.21
Tanzania,1998,9.26
Tanzania,1999,11.05
Tanzania,2000,9.97
Tanzania,2001,8.6
Tanzania,2002,8.6
Tanzania,2003,8.63
Tanzania,2004,8.55
Tanzania,2005,9.01
Tanzania,2006,8.81
Tanzania,2007,8.16
Tanzania,2008,8.85
Tanzania,2009,8.79
Tanzania,2010,9.07
Tanzania,2011,9.74
Tanzania,2012,9.92
Tanzania,2013,10
Thailand,1961,14.81
Thailand,1962,14.94
Thailand,1963,14.94
Thailand,1964,15.8
Thailand,1965,15.69
Thailand,1966,16.22
Thailand,1967,16.5
Thailand,1968,17.02
Thailand,1969,17.43
Thailand,1970,17.96
Thailand,1971,16.06
Thailand,1972,15.96
Thailand,1973,18.24
Thailand,1974,17.26
Thailand,1975,17.43
Thailand,1976,16.91
Thailand,1977,17.52
Thailand,1978,21.3
Thailand,1979,19.46
Thailand,1980,18.37
Thailand,1981,19.53
Thailand,1982,19.77
Thailand,1983,19.24
Thailand,1984,19.41
Thailand,1985,21.52
Thailand,1986,19.42
Thailand,1987,20.16
Thailand,1988,20.41
Thailand,1989,20.65
Thailand,1990,23.55
Thailand,1991,26.55
Thailand,1992,29.75
Thailand,1993,30.42
Thailand,1994,29.76
Thailand,1995,28.98
Thailand,1996,28.47
Thailand,1997,27.54
Thailand,1998,27.53
